id x y phenotype1 envi phenotype2 
0 0.668062 0.816226 0.645378 0.201779 0.645378
1 0.522767 0.141815 -0.651594 0.522468 -0.651594
2 0.917444 0.19737 0.0210069 -0.639032 0.0210069
3 0.449493 0.708544 0.438935 1.05263 0.438935
4 0.00916092 0.414662 -0.370829 -0.279599 -0.370829
5 0.619409 0.263071 0.0264087 0.15282 0.0264087
6 0.313301 0.380505 1.04804 0.228681 1.04804
7 0.979819 0.332699 -0.228555 -0.588648 -0.228555
8 0.824621 0.190177 -0.00210259 -0.390179 -0.00210259
9 0.723577 0.835285 0.121677 -0.0665915 0.121677
10 0.212808 0.725453 -0.432938 -0.239822 -0.432938
11 0.817496 0.164197 -0.804169 -0.31084 -0.804169
12 0.0246363 0.243393 -1.1066 -0.357067 -1.1066
13 0.674471 0.934875 0.83826 0.638613 0.83826
14 0.991156 0.973513 0.552972 -0.297098 0.552972
15 0.614033 0.254425 0.15791 0.137612 0.15791
16 0.161168 0.89099 -0.831615 -0.749773 -0.831615
17 0.998458 0.33942 -1.13895 -0.60003 -1.13895
18 0.820205 0.741532 -0.553059 -0.730663 -0.553059
19 0.830963 0.172472 -0.415254 -0.370492 -0.415254
20 0.748877 0.00707745 0.168552 0.476745 0.168552
21 0.358978 0.179649 -0.583727 0.165409 -0.583727
22 0.344713 0.192176 -1.23067 0.0978805 -1.23067
23 0.365103 0.530545 -0.338851 0.970156 -0.338851
24 0.826228 0.751701 -0.932216 -0.754942 -0.932216
25 0.686061 0.438622 0.357628 0.377456 0.357628
26 0.984649 0.135079 -0.783721 -0.867212 -0.783721
27 0.730406 0.82335 0.553543 -0.164093 0.553543
28 0.880416 0.34048 -0.831012 -0.442766 -0.831012
29 0.0102523 0.198238 0.104863 -0.546188 0.104863
30 0.680082 0.938115 0.523185 0.623088 0.523185
31 0.0309096 0.239925 -0.667085 -0.369442 -0.667085
32 0.992201 0.98585 0.439418 -0.260401 0.439418
33 0.193304 0.355448 -0.187637 -0.237762 -0.187637
34 0.42616 0.737785 -0.173039 0.839899 -0.173039
35 0.809311 0.70288 0.0948284 -0.613393 0.0948284
36 0.220097 0.754321 0.537674 -0.218672 0.537674
37 0.104587 0.988423 0.281196 -0.885021 0.281196
38 0.732589 0.830632 0.42917 -0.144038 0.42917
39 0.643165 0.302554 -0.0866494 0.201836 -0.0866494
40 0.0614646 0.0217635 -0.671872 -0.93103 -0.671872
41 0.15837 0.904384 -0.448505 -0.769322 -0.448505
42 0.345843 0.550471 -0.320034 0.775153 -0.320034
43 0.61658 0.669125 -0.310102 0.588965 -0.310102
44 0.993839 0.340625 -0.707106 -0.591561 -0.707106
45 0.993374 0.984596 -0.543396 -0.268116 -0.543396
46 0.042717 0.0303564 -0.368209 -1.0337 -0.368209
47 0.232855 0.0799141 -0.634795 0.0952179 -0.634795
48 0.0300514 0.485547 0.64622 -0.237592 0.64622
49 0.568584 0.88689 0.556636 1.04266 0.556636
50 0.442923 0.708984 -0.224453 1.01677 -0.224453
51 0.816754 0.725462 -0.812126 -0.683319 -0.812126
52 0.992889 0.97175 -0.615555 -0.308071 -0.615555
53 0.385519 0.0483615 0.523936 0.45085 0.523936
54 0.990862 0.143157 1.10912 -0.881724 1.10912
55 0.880662 0.315322 -0.476208 -0.487791 -0.476208
56 0.183841 0.531371 -1.10467 -0.118418 -1.10467
57 0.32144 0.961246 1.06669 -0.00822028 1.06669
58 0.605398 0.262437 -0.525201 0.208244 -0.525201
59 0.416646 0.175655 -0.144886 0.336194 -0.144886
60 0.932438 0.202498 0.37448 -0.677054 0.37448
61 0.37038 0.963182 0.342548 0.428743 0.342548
62 0.993674 0.998806 -0.0523153 -0.223253 -0.0523153
63 0.455407 0.718975 1.03254 1.04579 1.03254
64 0.206514 0.255344 -0.365298 -0.365288 -0.365298
65 0.988014 0.509689 0.358944 -0.298561 0.358944
66 0.983366 0.663646 -0.795932 -0.751949 -0.795932
67 0.606317 0.25608 0.426968 0.175793 0.426968
68 0.0125051 0.555976 -0.699471 -0.581362 -0.699471
69 0.209532 0.737061 -0.408364 -0.273218 -0.408364
70 0.370491 0.0470916 0.210454 0.43501 0.210454
71 0.6422 0.675825 0.563533 0.368629 0.563533
72 0.738902 0.0146947 0.567254 0.454835 0.567254
73 0.673 0.451081 0.38872 0.518115 0.38872
74 0.373097 0.044972 -0.0454716 0.441817 -0.0454716
75 0.196987 0.228709 -0.0735461 -0.334908 -0.0735461
