id x y phenotype1 envi phenotype2 
0 0.822907 0.479066 0.98429 -0.750358 0.98429
1 0.643611 0.335954 0.150996 0.0285656 0.150996
2 0.982868 0.665324 0.15136 -0.515163 0.15136
3 0.0165208 0.115027 -0.340994 -0.575745 -0.340994
4 0.0220655 0.116236 -0.557593 -0.571931 -0.557593
5 0.221739 0.577814 0.576799 0.402166 0.576799
6 0.932805 0.865815 -0.369855 -0.357762 -0.369855
7 0.690193 0.813793 -1.4358 -0.0896104 -1.4358
8 0.0473184 0.817338 0.409983 -1.50666 0.409983
9 0.528032 0.0431789 0.777554 1.54129 0.777554
10 0.824292 0.14973 -0.831124 -0.855236 -0.831124
11 0.957568 0.254649 0.604278 -1.82183 0.604278
12 0.793031 0.179492 0.512808 -0.861924 0.512808
13 0.56938 0.945731 0.0234114 0.47503 0.0234114
14 0.784188 0.938152 -0.589036 -0.466184 -0.589036
15 0.938131 0.897103 0.942158 -0.404149 0.942158
16 0.56498 0.943406 0.390793 0.498457 0.390793
17 0.320621 0.990839 0.142348 -0.162913 0.142348
18 0.0218274 0.119261 -0.559818 -0.578266 -0.559818
19 0.942004 0.851246 -0.977363 -0.332171 -0.977363
20 0.550468 0.71997 1.48824 0.607041 1.48824
21 0.953141 0.593701 0.403245 -0.778051 0.403245
22 0.0478054 0.4278 -0.501963 -0.813417 -0.501963
23 0.213286 0.00358647 -0.734132 -0.384281 -0.734132
24 0.432109 0.57443 0.325603 0.846229 0.325603
25 0.974026 0.053449 1.13747 -1.06222 1.13747
26 0.783473 0.934689 -0.542877 -0.463275 -0.542877
27 0.787599 0.935247 -0.268766 -0.463718 -0.268766
28 0.781847 0.933993 -0.964811 -0.462711 -0.964811
29 0.0508691 0.827936 0.972341 -1.46019 0.972341
30 0.779543 0.937008 0.924242 -0.465213 0.924242
31 0.507788 0.714332 -0.399216 0.814515 -0.399216
32 0.0163864 0.113852 -0.343269 -0.573463 -0.343269
33 0.311477 0.373919 -1.03434 0.423397 -1.03434
34 0.430836 0.827874 -0.24027 0.685464 -0.24027
35 0.632306 0.294026 -0.277518 0.094373 -0.277518
36 0.502266 0.320448 0.407827 1.17482 0.407827
37 0.77589 0.67589 -0.386717 -0.381355 -0.386717
38 0.781458 0.937332 -0.0091677 -0.465484 -0.0091677
39 0.269236 0.260073 1.43514 -0.0727552 1.43514
40 0.558914 0.919189 0.0900076 0.533687 0.0900076
41 0.423087 0.832931 -0.567164 0.66059 -0.567164
42 0.791817 0.169305 -0.680683 -0.810568 -0.680683
43 0.381666 0.013496 -0.0270706 0.770612 -0.0270706
44 0.324667 0.998863 -1.51551 -0.169607 -1.51551
45 0.565974 0.0105236 -0.19484 1.36133 -0.19484
46 0.490477 0.709961 0.929484 0.847839 0.929484
47 0.570091 0.943853 0.457277 0.471637 0.457277
48 0.564077 0.938146 0.854391 0.504017 0.854391
49 0.308207 0.392262 -1.14167 0.452646 -1.14167
50 0.985292 0.671491 0.763279 -0.489063 0.763279
51 0.453565 0.562439 0.27232 0.874713 0.27232
52 0.427504 0.826662 1.17714 0.680037 1.17714
53 0.960823 0.88892 0.83861 -0.386681 0.83861
54 0.260732 0.25804 -0.0358183 -0.128672 -0.0358183
55 0.957163 0.283157 0.500919 -1.74341 0.500919
56 0.646142 0.334742 0.037801 0.00745146 0.037801
57 0.98808 0.561549 0.768655 -0.98689 0.768655
58 0.98838 0.678144 0.662178 -0.460518 0.662178
59 0.806276 0.63167 -0.136341 -0.456735 -0.136341
60 0.961789 0.585327 -1.08643 -0.827866 -1.08643
61 0.304538 0.401807 -0.757767 0.462449 -0.757767
62 0.361711 0.0380303 0.0330575 0.580769 0.0330575
63 0.977833 0.0529956 0.518705 -1.07658 0.518705
64 0.316415 0.983601 1.03123 -0.15874 1.03123
65 0.549864 0.736484 0.0100485 0.604735 0.0100485
66 0.964337 0.236736 0.290165 -1.80444 0.290165
67 0.774919 0.938143 -0.423438 -0.466113 -0.423438
68 0.936121 0.861802 0.112669 -0.350571 0.112669
69 0.362235 0.0203948 -0.931442 0.59594 -0.931442
70 0.78679 0.931607 -0.505024 -0.460616 -0.505024
71 0.260085 0.795234 -0.135406 0.477777 -0.135406
72 0.0155726 0.116059 -0.758654 -0.578955 -0.758654
73 0.963057 0.590026 -0.854265 -0.811143 -0.854265
74 0.00474952 0.141474 0.31575 -0.647361 0.31575
75 0.994052 0.0965916 -0.847004 -1.33027 -0.847004
76 0.837024 0.647713 0.227533 -0.461723 0.227533
77 0.486591 0.712935 -0.597972 0.84384 -0.597972
78 0.416004 0.741244 1.16898 0.79049 1.16898
79 0.959227 0.890732 1.09871 -0.389982 1.09871
80 0.209608 0.576513 1.10759 0.299954 1.10759
81 0.038604 0.106702 0.278571 -0.535884 0.278571
82 0.799317 0.647428 0.027379 -0.428124 0.027379
83 0.571359 0.949594 0.305377 0.463968 0.305377
84 0.327489 0.992368 0.112467 -0.130026 0.112467
85 0.642071 0.334651 -0.358203 0.0399052 -0.358203
86 0.690763 0.82077 -0.637152 -0.0960037 -0.637152
87 0.334319 0.98958 -0.547577 -0.0820241 -0.547577
88 0.789264 0.170191 0.117246 -0.804167 0.117246
89 0.632507 0.304564 -0.0876467 0.0987864 -0.0876467
90 0.562337 0.942265 0.527708 0.512462 0.527708
91 0.434338 0.557622 1.37934 0.853568 1.37934
92 0.967175 0.869204 0.644158 -0.352421 0.644158
93 0.45633 0.572082 -0.776747 0.874476 -0.776747
94 0.822968 0.151161 -0.692314 -0.856225 -0.692314
95 0.310823 0.379657 -0.503542 0.433639 -0.503542
96 0.8289 0.14554 -1.08331 -0.855388 -1.08331
97 0.984417 0.658954 -0.398933 -0.544458 -0.398933
98 0.507982 0.321785 -1.08883 1.12642 -1.08883
99 0.966523 0.586958 -0.922702 -0.830402 -0.922702
100 0.973157 0.271683 1.1395 -1.83689 1.1395
101 0.792485 0.15975 -0.0450353 -0.76978 -0.0450353
102 0.571299 0.943324 0.407656 0.46541 0.407656
103 0.331922 0.989098 -0.952666 -0.0936711 -0.952666
104 0.170327 0.978597 0.525027 -0.800872 0.525027
105 0.825578 0.455578 0.205116 -0.816241 0.205116
106 0.437928 0.553483 -1.06292 0.859067 -1.06292
107 0.981882 0.591496 1.12791 -0.840136 1.12791
108 0.356948 0.0305492 0.46169 0.544436 0.46169
109 0.0475151 0.42821 -0.503169 -0.815226 -0.503169
110 0.646467 0.317676 -0.22264 -0.00846271 -0.22264
111 0.945403 0.83489 -0.957214 -0.305185 -0.957214
112 0.487134 0.723845 -0.24124 0.839138 -0.24124
113 0.332024 0.997269 -0.806886 -0.121677 -0.806886
114 0.542055 0.747101 -0.693291 0.63804 -0.693291
115 0.831635 0.146456 -1.00203 -0.870794 -1.00203
116 0.80901 0.624611 -0.698647 -0.470267 -0.698647
117 0.63129 0.31149 0.317555 0.112947 0.317555
118 0.805973 0.627439 -0.91389 -0.462347 -0.91389
119 0.570189 0.943981 0.833962 0.471104 0.833962
120 0.0178103 0.106342 0.150525 -0.556468 0.150525
121 0.791012 0.924557 -1.14906 -0.45437 -1.14906
122 0.777115 0.985063 0.532327 -0.504116 0.532327
