id x y phenotype1 envi phenotype2 
0 0.296611 0.342927 -0.0408747 0.134971 -0.0408747
1 0.631553 0.672041 0.850712 0.56506 0.850712
2 0.130979 0.135148 -0.91647 -0.643132 -0.91647
3 0.43832 0.806671 -0.569739 0.596955 -0.569739
4 0.676116 0.290932 0.0157713 0.0977257 0.0157713
5 0.41392 0.829444 -0.133733 0.526888 -0.133733
6 0.212512 0.519352 -0.0333464 0.219306 -0.0333464
7 0.137542 0.132183 -0.846197 -0.607281 -0.846197
8 0.681675 0.531342 -0.702735 -0.15442 -0.702735
9 0.134837 0.142014 -0.312155 -0.625102 -0.312155
10 0.981274 0.195275 -0.105816 -1.07733 -0.105816
11 0.978518 0.433938 0.34627 -0.831221 0.34627
12 0.514015 0.687426 0.130111 0.80016 0.130111
13 0.524222 0.735135 -0.648952 0.82506 -0.648952
14 0.563976 0.429252 0.68639 0.399664 0.68639
15 0.972396 0.574342 0.0804396 -0.681936 0.0804396
16 0.308624 0.725873 0.671434 0.695161 0.671434
17 0.839506 0.247437 -0.626915 -0.445766 -0.626915
18 0.137515 0.132 -0.592508 -0.607359 -0.592508
19 0.693178 0.252313 -0.443479 0.125181 -0.443479
20 0.279739 0.351047 0.102786 0.101223 0.102786
21 0.577579 0.0801471 -1.02817 0.453874 -1.02817
22 0.0219661 0.585526 -0.180248 -0.133279 -0.180248
23 0.555086 0.866525 0.211165 0.333199 0.211165
24 0.230085 0.963495 0.179849 0.375748 0.179849
25 0.0223844 0.850689 -0.847468 -0.92946 -0.847468
26 0.213775 0.548559 0.607371 0.245723 0.607371
27 0.00823326 0.430895 0.576662 -0.115395 0.576662
28 0.00741551 0.583681 -0.990256 -0.153641 -0.990256
29 0.231037 0.493083 -1.00642 0.179994 -1.00642
30 0.940064 0.834914 0.0612238 -0.595921 0.0612238
31 0.520764 0.683916 0.710284 0.786836 0.710284
32 0.0111275 0.576894 0.089874 -0.106496 0.089874
33 0.837101 0.653582 0.269744 -0.114577 0.269744
34 0.99586 0.83703 -0.698001 -0.931866 -0.698001
35 0.0864803 0.716772 0.69103 -0.428703 0.69103
36 0.837855 0.658917 -0.563413 -0.097275 -0.563413
37 0.844149 0.248759 -0.491559 -0.470986 -0.491559
38 0.419752 0.0727457 -0.225296 0.389797 -0.225296
39 0.601975 0.0465577 0.140388 0.436054 0.140388
40 0.395561 0.497112 0.674331 0.516479 0.674331
41 0.538224 0.686881 -0.783547 0.761531 -0.783547
42 0.299334 0.724009 0.722164 0.685156 0.722164
43 0.938236 0.546846 -0.369808 -0.6509 -0.369808
44 0.279356 0.334569 -0.389742 0.0841538 -0.389742
45 0.0243034 0.301929 -0.183491 -0.905415 -0.183491
46 0.836606 0.252487 -0.497833 -0.437268 -0.497833
47 0.184663 0.00180742 -0.817106 -0.301178 -0.817106
48 0.0596812 0.724105 -0.58009 -0.633547 -0.58009
49 0.801448 0.0353388 -0.0580454 0.0219006 -0.0580454
50 0.997719 0.189745 0.649667 -1.14987 0.649667
51 0.840717 0.651031 -0.399884 -0.138282 -0.399884
52 0.73992 0.0720716 0.494885 0.232659 0.494885
53 0.235222 0.923039 0.563596 0.440577 0.563596
54 0.510218 0.961847 0.2116 -0.122912 0.2116
55 0.733948 0.859476 -0.301668 0.447558 -0.301668
56 0.546162 0.84236 -0.102456 0.433558 -0.102456
57 0.0779054 0.716174 -0.00299195 -0.482254 -0.00299195
58 0.208023 0.505899 0.390704 0.209857 0.390704
59 0.527699 0.975054 0.561031 -0.163282 0.561031
60 0.300867 0.118402 0.878638 0.112071 0.878638
61 0.790316 0.0386913 0.21865 0.0698559 0.21865
62 0.309613 0.138152 -0.381244 0.12387 -0.381244
63 0.787074 0.984481 0.0825207 -0.138822 0.0825207
64 0.655633 0.680563 0.539731 0.551588 0.539731
65 0.14807 0.802976 0.533069 -0.0773481 0.533069
